"","n_samples","h2","prop_effect","S","flb","mse","rmse","rel_mse","flb_error","mse_error","rmse_error","rel_mse_error","method"
"9014",30000,0.8,0.01,1,0.77822852569555,-0.00689407698652159,-0.0422393888760338,-0.653544224085591,0.0116428092365779,0.000501386418510784,0.00187982638645258,0.00970689039184916,"cl2"
"9514",3e+05,0.8,0.01,1,0.554292532560516,-0.000143310484752917,-0.0043352683783197,-0.409293450248659,0.00662720196156195,1.56689861122313e-05,0.000445536208313194,0.0341182765767556,"cl2"
"10014",30000,0.3,0.001,1,0.947174168160736,-0.0146307415583858,-0.0647981549697632,-0.693265802006792,0.0082189332224996,0.000849381742368018,0.00217423856521015,0.00905024474771774,"cl2"
"10514",3e+05,0.3,0.001,1,0.766981352478491,-0.000860273514969669,-0.0149496830137008,-0.655025053532765,0.0121966896149796,5.56043134133718e-05,0.000561420075633578,0.008960784801822,"cl2"
"11014",30000,0.8,0.001,1,0.769370482821552,-0.00886577742120838,-0.0481122863251259,-0.656893096395447,0.0108262898725114,0.00056591456893883,0.00186428752267579,0.00896682146664552,"cl2"
"11514",3e+05,0.8,0.001,1,0.685985154128268,-0.000662110619867273,-0.012682018436336,-0.629169368786475,0.013647233021648,3.91490531456525e-05,0.0004440770226231,0.00810322118750947,"cl2"
"15",30000,0.3,0.01,-1,1,-0.0190206650218252,-0.0848730988772965,-0.796974954529768,0,0.00104376497282051,0.00291516423491546,0.0117031445892944,"cl3"
"515",3e+05,0.3,0.01,-1,0.776850367590474,-0.000734512295017238,-0.0137237826772415,-0.649551630744685,0.00979694288669172,5.01624189685339e-05,0.000739765250221288,0.0195772659876657,"cl3"
"1015",30000,0.8,0.01,-1,0.793071586789092,-0.00796392568762475,-0.0465025283167402,-0.671736561134374,0.0121003822047825,0.000470927491750201,0.00200941112521533,0.0152079467144669,"cl3"
"1515",3e+05,0.8,0.01,-1,0.553200376018267,-7.30817975821013e-05,-0.00197025792175368,-0.191186650050406,0.00521925312108952,1.20259270881862e-05,0.00031543891796376,0.027168406759688,"cl3"
"2015",30000,0.3,0.001,-1,0.950720996626369,-0.016471004576732,-0.076749787705221,-0.776112389989562,0.00796451620462738,0.000826181438439664,0.00250738218096036,0.0129147422402087,"cl3"
"2515",3e+05,0.3,0.001,-1,0.749961739987326,-0.000894663233142442,-0.0160875905818624,-0.695808573414377,0.0140663648142384,7.04591973597119e-05,0.00098929285961214,0.0237321286127611,"cl3"
"3015",30000,0.8,0.001,-1,0.752794817693482,-0.00882444171669395,-0.0497234352552449,-0.683356349199791,0.0120118067321133,0.000594985562878879,0.00292783330209155,0.0239984879953693,"cl3"
"3515",3e+05,0.8,0.001,-1,0.686907447354954,-0.000700377167479241,-0.014057973844328,-0.686301732448349,0.0115459511701723,5.02487719979345e-05,0.000792149238367371,0.0205880072756893,"cl3"
"4015",30000,0.3,0.01,0,0.999838192942377,-0.0185928594174793,-0.0838920423068382,-0.796788766505621,0.0005544845010592,0.00110388651190285,0.00310962935034521,0.0131456876084663,"cl3"
"4515",3e+05,0.3,0.01,0,0.760474127117042,-0.000731935869125971,-0.0147601805285326,-0.70699605446535,0.00971948245580813,4.1953043338991e-05,0.000607465649683474,0.0152891453257204,"cl3"
"5015",30000,0.8,0.01,0,0.775864324423171,-0.00796050709411307,-0.0493830739608952,-0.718006483915877,0.0100409284296037,0.000483888947904451,0.00214672900127365,0.0139357822155788,"cl3"
"5515",3e+05,0.8,0.01,0,0.558745233104668,-0.000110929150649634,-0.00325122881932784,-0.317293593931609,0.00619840780879064,1.3030004412515e-05,0.000353814643811217,0.0269923384306338,"cl3"
